prompts,language,final prompt,poem_generator
write a poetry about forest, in portuguese,write a poetry about forest in portuguese,"Verde Silêncio

Entre árvores altas, verdes e antigas,
Sussurram segredos de séculos passados
Raízes fundas, galhos entrelaçados
A floresta respira, canta suas cantigas

Sombras de musgo, tons de verde intenso
Pássaros voando em dança delicada
Córregos murmurando sua cantada
Um mundo verde, mágico e imenso

Folhas que caem como suaves poemas
Troncos que contam histórias sem fim
Silêncio que fala, verde que se derrama
Na dança infinita de cada jardim

Florestas sagradas, pulmão da terra
Mistério profundo, verde que encerra
A vida em cada célula, em cada chão
Segredo antigo de pura emoção"
write a poetry about city, in portuguese,write a poetry about city in portuguese,"Cidade de Concreto

Avenidas que se erguem, altas e imponentes,
Luzes que dançam na noite sem fim,
Passos apressados de almas diferentes,
Sonhos que se cruzam num eterno jardim.

Prédios de vidro refletem o céu cinzento,
Carros que correm em ritmo frenético,
Sussurros de vida em cada momento,
Um pulsar constante, quase poético.

Grafites coloridos nas paredes antigas,
Histórias contadas em cada esquina,
Memórias que dançam, memórias amigas,
A cidade que abraça, a cidade menina.

Barulho e silêncio em eterna dança,
Horizonte que se expande sem cessar,
Aqui, cada rua guarda uma esperança,
Cada muro tem algo a me contar.

Minha cidade, meu amor, meu chão,
Arquitetura de sonhos e emoção."
write a poetry about country, in portuguese,write a poetry about country in portuguese,"Terra Amada

Meu país de verdes campos
De rios que cortam a paisagem
Onde o sol abraça os horizontes
E a esperança nasce em cada imagem

Bandeira verde-amarela tremulando
Nas montanhas, praias e sertões
Povo mestiço, forte e vibrante
Cheio de sonhos e emoções

Amazonas verde e infinito
Cerrados de cores e mistério
Pantanal de águas cristalinas
Cada canto, um lugar etéreo

Terra de samba, de festa e alegria
De cultura rica e diversa
Onde a música ecoa nos ouvidos
E a alma brasileira se derrama

Meu país, minha terra querida
De Norte a Sul, de Leste a Oeste
Tuas belezas me fazem sorrir
Tua força, meu orgulho, meu protesto

Brasil, minha pátria amada
Terra de tantos encantos e cores
Onde a esperança sempre germina
E pulsa o coração dos meus amores"
write a poetry about travel, in portuguese,write a poetry about travel in portuguese,"Viagem, meu destino errante
Estradas que se abrem diante
Horizontes de infinita cor
Paisagens cheias de amor

Mochila nas costas, alma liberta
Cada curva, uma história aberta
Mapas traçados com sonho e paixão
Viajando além do meu próprio chão

Cidades desconhecidas me chamam
Montanhas e mares que me abraçam
Diferentes línguas, diferentes olhares
Descobrindo mundos, rompendo os mares

Aventura que pulsa em meu peito
Caminho sem medo, sem outro conceito
Que não seja a sede de conhecer
E em cada lugar, um pouco me ver

Viajante sou, nômade da estrada
Minha alma nunca será calada
Cada passo, um verso não escrito
Cada viagem, meu próprio infinito"
write a poetry about adventure, in portuguese,write a poetry about adventure in portuguese,"Aventura, meu destino errante
Horizontes que me chamam distante
Pés descalços na estrada de chão
Alma livre, ardente paixão

Trilhas novas, sendas sem fim
Montanhas que desafiam em mim
O espírito selvagem, irrequieto
Que pulsa no meu mais íntimo afeto

Mapas dobrados, mochila nas costas
Cada curva, surpresas impostas
Ventos contam histórias sem nome
Meu coração viajante que some

Não temo o desconhecido, não
Abraço o risco com determinação
Cada passo é um verso, uma canção
Aventura que pulsa no meu coração

Terras estranhas, línguas diferentes
Paisagens que me tornam mais valente
Descobrir, seguir, sempre avançar
Minha essência é partir, não parar

Liberdade que corre em minhas veias
Quebrando todos os medos e correntes
Aventura, minha eterna companheira
Viagem que não tem hora derradeira"
write a poetry about history, in portuguese,write a poetry about history in portuguese,"Crônicas de Tempo

Nas páginas gastas da memória,
Desenrolam-se fios de história
Guerras, amores, sonhos e dor
Cada época com seu próprio vigor

Impérios que nascem, outros que caem
Povos que lutam, fronteiras que se desfazem
Revoluções marcam passos e cicatrizes
Contando histórias de duras raízes

Reis, rainhas, heróis anônimos
Povos indígenas, negros, miscigenados
Cada grito, cada luta silenciada
Ecoa no tempo, na memória guardada

Navegantes cruzam mares distantes
Colonizadores com gestos arrogantes
Resistência indígena, força ancestral
Tecendo um Brasil plural e mundial

História não é só data e papel
É sangue, suor, lágrima e mel
Memória viva que pulsa e que segue
Contando histórias que o tempo protege"
write a poetry about mystery, in portuguese,write a poetry about mystery in portuguese,"Mistério

Sombras que dançam no silêncio escuro,
Segredos guardados num véu de incerteza,
Sussurros que ecoam sem qualquer murmúrio,
Enigmas que cercam a mais pura tristeza.

Véus de mistério envolvem meus passos,
Caminhos ocultos, sendas sem fim,
Segredos antigos, perdidos abraços,
Histórias que dormem num tempo sem mim.

Nas dobras da noite, no olhar profundo,
Mistérios se escondem, sem luz, sem razão,
Fragmentos de sonhos de um velho mundo,
Segredos que moram no meu coração.

Mistério absoluto, presente invisível,
Enigma que pulsa, que escorre, que some,
Uma dança secreta, quase impossível,
Que me envolve, me abraça, que me consome."
write a poetry about fantasy, in portuguese,write a poetry about fantasy in portuguese,"Terras de Sonho

Nas dobras da imaginação,
Onde dragões dançam sem razão,
Castelos de cristal se erguem no ar,
E feiticeiros começam a sussurrar.

Florestas mágicas de verde intenso,
Onde o impossível torna-se imenso,
Elfos deslizam entre as árvores antigas,
E fadas tecem luminosas cantigas.

Portais de luz entre mundos secretos,
Onde os sonhos voam sem decretos,
Unicórnios cruzam campos de prata,
E a realidade em magia se desbarata.

Reinos de encanto, de pura ilusão,
Onde cada palavra é uma nova visão,
Mapa de fantasias sem fronteira,
Viagem infinita, jornada ligeira.

No horizonte da mente desperta,
Onde a magia encontra sua porta aberta,
Universos nascem de um simples olhar,
E a fantasia pode tudo abraçar."
write a poetry about science, in portuguese,write a poetry about science in portuguese,"Ciência, luz que ilumina a mente,
Desvendar mistérios, impulso ardente
Átomos dançam, estrelas pulsam
Teorias que os segredos revelam, nos impulsam

Equações, fórmulas, códigos sutis
Microscópios mostram mundos invisíveis
Laboratórios, templos do saber
Onde a curiosidade começa a florescer

Física, química, biologia em harmonia
Explorando cada canto, cada energia
Cosmos infinito, célula minúscula
Cada descoberta, uma nova partícula

Razão e paixão, ciência a brilhar
Conhecimento que não cessa de brotar
Mente humana, ferramenta sublime
Desvendando segredos além do que se define

Evolução, progresso, constante busca
Verdade que sempre inquieta e ofusca
Ciência, poesia da realidade
Desvendando a mais pura verdade"
write a poetry about magic, in portuguese,write a poetry about magic in portuguese,"Magia Ancestral

No sussurro da noite escura,
Segredos antigos dançam na brisa,
Feitiços tecidos com ternura,
Onde o impossível se poetiza.

Círculos místicos no chão,
Velas acesas em ritual,
Palavras que saem do coração,
Com poder mágico e sutil.

Cristais que brilham em segredo,
Ervas colhidas sob luar,
Encantamentos sem medo,
Que podem o mundo transformar.

Magia antiga, força pura,
Que corre nas veias da tradição,
Onde cada gesto é escritura,
E cada palavra, revelação.

Mistério que pulsa e fascina,
Energia que não se explica,
Magia que o cosmos ilumina,
E o espírito purifica."
write a poetry about fairy, in portuguese,write a poetry about fairy in portuguese,"Fada Encantada

Nas sombras da floresta verde e densa,
Brilha uma luz de mágica essência,
Pequenina fada de asas de cristal,
Dançando ao luar com graça sem igual.

Seus passos leves tocam a folhagem,
Sussurrando segredos de antiga paragem,
Cabelos dourados, olhar de estrela,
Tão delicada, tão singela e bela.

Entre as flores e o musgo que a envolve,
Seu encanto misterioso se dissolve,
Trazendo magia em cada movimento,
Pintando sonhos a cada momento.

Fada gentil de pura fantasia,
Guardando os segredos da noite e do dia,
Pequeno ser de luz e de esperança,
Que no meu peito para sempre alcança."
write a poetry about dragon, in portuguese,write a poetry about dragon in portuguese,"Dragão de escamas reluzentes,
Guardião de mundos ancestrais,
Suas asas cortam os ventos,
Seus olhos, chamas e sinais.

Criatura de poder e mistério,
Serpente alada de grandeza,
Seus rugidos rompem o etéreo,
Trazendo força e beleza.

Entre montanhas e nuvens voa,
Seu corpo serpenteia no ar,
Sua presença, majestosa e boa,
Um mito que faz o mundo sonhar.

Nas antigas lendas guardado,
Símbolo de sabedoria e ardor,
Seu espírito nunca domado,
Desperta em mim profundo amor.

Dragão, ser de luz e sombra,
Guardião de segredos antigos,
Tua força o mundo assombra,
Teus passos são meus amigos."
write a poetry about hero, in portuguese,write a poetry about hero in portuguese,"Herói, alma de bravura e luz,
Que no peito a coragem conduz
Sem medo enfrenta a escuridão
Com força, garra e pura paixão

Não busca glória, nem distinção
Apenas segue seu coração
Protege os fracos com seu poder
Disposto sempre a defender

Seus passos são de integridade
Sua missão: a humanidade
Não usa capa, não tem brasão
Mas carrega a mais pura compaixão

No olhar, a chama da esperança
No gesto, a força que não se cansa
Herói não é quem se destaca
Mas quem no silêncio se abraça

Ser simples, humilde e valente
Lutando por um mundo diferente
Onde a bondade seja o caminho
E o amor, seu maior carinho"
write a poetry about villain, in portuguese,write a poetry about villain in portuguese,"Sombras do Mal

Na penumbra da maldade,
Meu coração não tem piedade
Sorrio frio, sem emoção
Destruindo cada ilusão

Meu poder cresce no escuro
Nenhum destino me parece obscuro
Manipulo, decepo e engano
Sou o senhor do meu próprio arcano

Lágrimas não me comovem
Meus planos jamais se removem
Sou a sombra que tudo corrói
O vilão que ninguém destruiu

Na minha alma não há luz
Apenas trevas que seduz
Minha vingança é meu destino
Sou o mestre do desatino

Não busco amor, nem redenção
Sou o rei da destruição
No palco negro da maldade
Danço minha cruel verdade"
write a poetry about love, in portuguese,write a poetry about love in portuguese,"Amor Eterno

Teus olhos, meu horizonte,
Teu sorriso, minha luz,
Teu abraço, meu abrigo,
Teu amor, minha paz.

Entrelaçados em sonhos,
Nossos corações dançam,
Melodia suave e pura,
Que o tempo jamais alcança.

Cada toque, cada beijo,
Cada gesto, cada olhar,
São palavras silenciosas
Que só nós podemos criar.

No silêncio da manhã,
Na quietude da noite escura,
Nossa conexão transcende
Qualquer distância outura.

Amor simples, amor forte,
Amor livre, amor profundo,
Dois caminhos que se encontram
E se fundem num só mundo."
write a poetry about hate, in portuguese,write a poetry about hate in portuguese,"Ódio Negro

Sombrio sentimento que corrói,
Veneno que no peito se alastrou,
Ferida que por dentro me destruiu,
Amargura que meu ser manchou.

Negro como a noite sem estrelas,
Denso como chumbo derretido,
Meu ódio cresce em asas cruéis,
Um grito surdo e consumido.

Raízes fundas de ressentimento,
Espinhos que ferem sem piedade,
Cada palavra é um instrumento
De minha própria brutalidade.

Ódio que queima como fogo interno,
Que corrói ossos, alma e razão,
Sentimento visceral e eterno,
Que sufoca meu próprio coração.

Não há luz que o apague,
Não há força que o contenha,
Este ódio que me ultrapassa,
E em minha escuridão resenha."
write a poetry about courage, in portuguese,write a poetry about courage in portuguese,"Coragem, meu íntimo ardor
Luz que rasga a escuridão
Força que pulsa no meu peito
Desafiando a provação

Não teme o caminho incerto
Nem os abismos da dor
Ergue-se firme e resoluta
Com seu brilhante esplendor

Nas horas de maior tristeza
Quando a alma parece fraquejar
A coragem se levanta
Pronta para me abraçar

Passos firmes, olhar sereno
Alma forte, coração valente
Atravessando tempestades
Com um sorriso persistente

Coragem não é não sentir medo
Mas seguir mesmo tremendo
Enfrentar cada obstáculo
Sem jamais ir se rendendo

És tu, coragem, minha aliada
Minha força, minha canção
Que me guias pelos caminhos
Da mais pura transformação"
write a poetry about wisdom, in portuguese,write a poetry about wisdom in portuguese,"Sabedoria, luz que guia
Entre sombras da ignorância
Teu brilho suave me encanta
Com tua serena elegância

Palavras antigas sussurram
Segredos de tempos passados
Conhecimento que se acumula
Em olhares experientes, marcados

Nas rugas de quem já viveu
Nos gestos lentos, na calma
A verdade se desenrola
Como um rio que corre na alma

Não és simples acúmulo
De factos ou informações
És a essência que penetra
Os recantos do coração

Sábia luz, doce mistério
Que ilumina o meu caminho
Transformando cada tropeço
Em aprendizado e carinho

Wisdom, sutil companheira
Que me ensinas a crescer
A cada instante, a cada hora
A compreender e florescer"
write a poetry about beauty, in portuguese,write a poetry about beauty in portuguese,"Beleza Efêmera

Suave como pétalas de rosa,
Intensa como o olhar que repousa,
Tua beleza dança no ar,
Livre, leve, a se revelar.

Cores que pintam o horizonte,
Curvas que desenham a fonte
De um encanto sem igual,
Beleza pura, natural.

Não é só forma ou expressão,
Mas alma, graça e emoção,
Que no silêncio se desdobra
E cada instante transfigura.

Beleza que não se limita,
Que transpassa, que palpita,
No sorriso, no gesto, na luz,
No que move, no que seduz.

Efêmera e infinita,
Delicada, mas bendita,
Beleza que não se explica,
Só se sente, só se pratica."
